timestamp,"bytes_in","bytes_out","host"
1458699249,0,78,host111
1458699249,0,290,host111
1458699249,64,78,host111
1458699249,64,78,host111
1458699249,7691,1648,host111
1458699249,2927,1694,host111
1458699249,218,1047,host111
1458699249,64,78,host111
1458699249,64,78,host111
1458699249,64,78,host111
1458699249,64,78,host111
1458699249,64,78,host111
1458699249,7707,1656,host111
1458699249,3985,6272,host111
1458699249,64,78,host111
1458699249,64,78,host111
1458699249,64,78,host111
1458699249,64,78,host111
1458699249,64,78,host111
1458699249,64,78,host111
1458699249,64,78,host111
1458699249,64,78,host111
1458699249,64,78,host111
1458699249,64,78,host111
1458699249,64,78,host111
1458699249,64,78,host111
1458699249,64,78,host111
1458699249,64,78,host111
1458699249,64,78,host111
1458699249,64,78,host111
1458699249,64,78,host111
1458699249,0,140,host19
1458699249,130,90,host19
1458699249,0,151,host19
1458699249,155,107,host111
1458699249,78,319,host111
1458699249,114,114,host111
1458699249,0,96,host111
1458699249,0,96,host111
1458699249,114,114,host111
1458699249,140,210,host241
1458699249,54,78,host241
1458699249,54,78,host241
1458699249,54,78,host241
1458699249,54,78,host241
1458699249,54,78,host241
1458699249,54,78,host241
1458699249,54,78,host241
1458699249,54,78,host241
1458699249,54,78,host241
1458699249,1520,1326,host241
1458699249,28929,153737,host241
1458699249,329,147,host241
1458699249,126,192,host241
1458699249,299,89,host241
1458699249,0,346,host241
1458699249,174,128,host241
1458699249,7624,4996,host241
1458699249,12215,10704,host241
1458699249,140,210,host241
1458699249,54,78,host241
1458699249,54,78,host241
1458699249,54,78,host241
1458699249,54,78,host241
1458699249,54,78,host241
1458699249,54,78,host241
1458699249,54,78,host241
1458699249,54,78,host241
1458699249,54,78,host241
1458699249,54,78,host241
1458699249,348,147,host241
1458699249,142,91,host241
1458699249,74,78,host241
1458699249,507,303,host241
1458699249,54,78,host241
1458699249,54,78,host241
1458699249,54,78,host241
1458699249,54,78,host241
1458699249,54,78,host241
1458699249,54,78,host241
1458699249,54,78,host241
1458699249,54,78,host241
1458699249,0,78,host241
1458699249,54,78,host241
1458699249,54,78,host241
1458699249,54,78,host241
1458699249,54,78,host241
1458699249,54,78,host241
1458699249,54,78,host241
1458699249,54,78,host241
1458699249,54,78,host241
1458699249,54,78,host241
1458699249,54,78,host241
1458699249,54,78,host241
1458699249,54,78,host241
1458699249,0,110,host241
1458699249,0,102,host241
1458699249,0,102,host241
1458699249,64,78,host111
1458699249,5998,1162,host111
1458699249,0,78,host111
1458699249,0,78,host111
1458699249,0,290,host111
1458699249,114,114,host111
1458699249,191,104,host111
1458699249,237,95,host111
1458699249,310,107,host111
1458699249,0,78,host111
1458699249,0,78,host111
1458699249,0,78,host111
1458699249,0,78,host111
1458699249,0,70,host111
1458699249,0,70,host111
1458699249,0,70,host111
1458699250,114,114,host111
1458699250,3946,398,host111
1458699250,8583,1694,host18
1458699250,0,70,host111
1458699250,3946,398,host111
1458699250,0,82,host111
1458699250,0,107,host111
1458699250,366,369,host241
1458699250,140,210,host241
1458699250,7092,2428,host241
1458699250,54,78,host241
1458699250,54,78,host241
1458699250,54,78,host241
1458699250,327,147,host241
1458699250,140,210,host241
1458699250,450,924,host241
1458699250,54,78,host241
1458699250,54,78,host241
1458699250,54,78,host241
1458699250,54,78,host241
1458699250,54,78,host241
1458699250,54,78,host241
1458699250,54,78,host241
1458699250,54,78,host241
1458699250,54,78,host241
1458699250,54,78,host241
1458699250,54,78,host241
1458699250,54,78,host241
1458699250,54,78,host241
1458699250,54,78,host241
1458699250,54,78,host241
1458699250,54,78,host241
1458699250,54,78,host241
1458699250,54,78,host241
1458699250,0,492,host241
1458699250,54,78,host241
1458699250,54,78,host241
1458699250,54,78,host241
1458699250,54,78,host241
1458699250,54,78,host241
1458699250,54,78,host241
1458699250,54,78,host241
1458699250,54,78,host241
1458699250,114,110,host241
1458699250,114,110,host241
1458699250,114,110,host241
1458699250,0,234,host111
1458699250,200,100,host111
1458699250,142,101,host111
1458699250,0,230,host111
1458699250,142,101,host111
1458699250,161,94,host111
1458699250,0,155,host111
1458699250,142,101,host111
1458699250,144,128,host111
1458699251,0,83,host19
1458699251,3946,398,host111
1458699252,0,151,host19
1458699251,3946,398,host111
1458699252,58,404,host19
1458699251,114,110,host241
1458699251,114,110,host241
1458699251,114,110,host241
1458699251,114,110,host241
1458699251,114,110,host241
1458699251,329,147,host241
1458699251,105,77,host241
1458699251,58,64,host241
1458699251,122734,7573,host241
1458699251,54,78,host241
1458699251,54,78,host241
1458699251,7142,7135,host241
1458699251,0,147,host241
1458699251,0,146,host241
1458699251,7615,1798,host241
1458699251,54,78,host241
1458699251,54,78,host241
1458699251,54,78,host241
1458699251,54,78,host241
1458699251,95,83,host241
1458699251,4145,1095,host241
1458699251,54,78,host241
1458699251,54,78,host241
1458699251,119,91,host241
1458699251,778,1110,host241
1458699251,54,78,host241
1458699251,54,78,host241
1458699251,54,78,host241
1458699251,54,78,host241
1458699251,54,78,host241
1458699251,54,78,host241
1458699251,54,78,host241
1458699251,54,78,host241
1458699251,54,78,host241
1458699251,54,78,host241
1458699251,54,78,host241
1458699251,54,78,host241
1458699251,54,78,host241
1458699251,54,78,host241
1458699251,54,78,host241
1458699251,54,78,host241
1458699251,54,78,host241
1458699251,54,78,host241
1458699251,54,78,host241
1458699251,54,78,host241
1458699251,54,78,host241
1458699251,54,78,host241
1458699251,54,78,host241
1458699251,54,78,host241
1458699251,54,78,host241
1458699251,54,78,host241
1458699251,54,78,host241
1458699251,54,78,host241
1458699251,114,110,host241
1458699251,114,110,host241
1458699251,114,110,host241
1458699251,114,110,host241
1458699251,114,110,host241
1458699251,114,110,host241
1458699251,114,110,host241
1458699251,114,110,host241
1458699251,114,110,host241
1458699251,114,110,host241
1458699251,114,110,host241
1458699251,114,110,host241
1458699251,114,110,host241
1458699251,114,110,host241
1458699251,114,110,host241
1458699251,114,110,host241
1458699251,114,110,host241
1458699251,114,110,host241
1458699251,114,110,host241
1458699251,64,78,host111
1458699251,148,210,host111
1458699251,64,78,host111
1458699251,64,78,host111
1458699251,64,78,host111
1458699251,64,78,host111
1458699251,64,78,host111
1458699251,64,78,host111
1458699251,64,78,host111
1458699251,64,78,host111
1458699251,0,147,host111
1458699251,64,78,host111
1458699251,64,78,host111
1458699251,64,78,host111
1458699251,64,78,host111
1458699251,64,78,host111
1458699251,64,78,host111
1458699251,64,78,host111
1458699251,64,78,host111
1458699251,64,78,host111
1458699251,64,78,host111
1458699251,64,78,host111
1458699251,64,78,host111
1458699251,64,78,host111
1458699251,64,78,host111
1458699251,64,78,host111
1458699251,64,78,host111
1458699251,135,98,host111
1458699251,93,77,host111
1458699251,64,78,host111
1458699251,64,78,host111
1458699251,0,78,host111
1458699251,64,78,host111
1458699251,64,78,host111
1458699251,64,78,host111
1458699251,64,78,host111
1458699251,64,78,host111
1458699251,64,78,host111
1458699251,148,210,host111
1458699251,148,210,host111
1458699251,148,210,host111
1458699251,18897,1742,host111
1458699251,27895,2384,host111
1458699251,3045,1689,host111
1458699251,148,210,host111
1458699251,0,147,host111
1458699251,122,106,host111
1458699251,666,1015,host111
1458699251,14840,1540,host111
1458699251,497,718,host111
1458699251,31906,2492,host111
1458699251,833,725,host111
1458699251,12719,4858,host111
1458699251,1208,994,host111
1458699251,690,538,host111
1458699251,8580,3705,host111
1458699251,6524,114803,host111
1458699251,888,694,host111
1458699251,56126,1122,host111
1458699251,707,531,host111
1458699251,984,907,host111
1458699251,469,1058,host111
1458699251,236,300,host111
1458699251,204,102,host111
1458699251,372,372,host111
1458699251,191,101,host111
1458699251,134,80,host111
1458699251,158,79,host111
1458699252,3946,398,host111
1458699252,78,739,host111
1458699252,0,77,host241
1458699252,0,77,host241
1458699252,0,147,host241
1458699252,329,147,host241
1458699252,74,78,host241
1458699252,54,78,host241
1458699252,54,78,host241
1458699252,54,78,host241
1458699252,54,78,host241
1458699252,472,333,host241
1458699252,4255,669,host241
1458699252,1385,2293,host241
1458699252,54,78,host241
1458699252,54,78,host241
1458699252,54,78,host241
1458699252,339,147,host241
1458699252,839,3274,host241
1458699252,54,78,host241
1458699252,54,78,host241
1458699252,54,78,host241
1458699252,54,78,host241
1458699252,181,87,host241
1458699252,4255,845,host241
1458699252,54,78,host241
1458699252,54,78,host241
1458699252,54,78,host241
1458699252,54,78,host241
1458699252,54,78,host241
1458699252,54,78,host241
1458699252,54,78,host241
1458699252,54,78,host241
1458699252,54,78,host241
1458699253,63,191,host248
1458699253,120,199,host248
1458699255,179,86,host248
1458699255,90,90,host248
1458699258,200,270,host248
1458699258,102,157,host248
1458699274,122,155,host248
1458699274,62,78,host248
1458699274,62,78,host248
1458699274,62,80,host248
1458699274,62,76,host248
1458699252,54,78,host241
1458699252,54,78,host241
1458699252,54,78,host241
1458699252,54,78,host241
1458699252,54,78,host241
1458699252,54,78,host241
1458699252,54,78,host241
1458699252,54,78,host241
1458699252,54,78,host241
1458699252,0,77,host241
1458699252,0,77,host241
1458699252,0,77,host241
1458699252,0,77,host241
1458699252,0,77,host241
1458699252,64,78,host111
1458699252,0,248,host111
1458699252,135,98,host111
1458699252,814,147,host111
1458699252,11794,1398,host111
1458699252,0,248,host111
1458699252,0,248,host111
1458699252,0,248,host111
1458699252,0,248,host111
1458699252,0,248,host111
1458699252,0,248,host111
1458699252,974,888,host111
1458699252,480,333,host111
1458699252,6557,1916,host111
1458699252,7768,1846,host111
1458699252,0,234,host111
1458699252,0,290,host111
1458699252,1405,986,host111
1458699252,64,78,host111
1458699252,0,77,host241
1458699252,0,77,host241
1458699252,64,78,host111
1458699253,0,89,host19
1458699253,70,494,host111
1458699253,1476,494,host111
1458699253,0,78,host111
1458699253,0,70,host111
1458699253,3946,398,host111
1458699253,0,90,host19
1458699253,288,90,host19
1458699253,0,82,host111
1458699253,0,90,host19
1458699253,3946,398,host111
1458699253,70,371,host111
1458699253,0,360,host18
1458699253,134,85,host18
1458699254,371,90,host19
1458699254,0,90,host19
1458699253,3946,398,host111
1458699253,70,371,host111
1458699253,3946,398,host111
1458699253,114,110,host241
1458699253,114,110,host241
1458699254,0,81,host19
1458699253,424,346,host241
1458699253,1062,1706,host241
1458699253,54,78,host241
1458699253,54,78,host241
1458699253,54,78,host241
1458699253,54,78,host241
1458699253,54,78,host241
1458699253,54,78,host241
1458699253,54,78,host241
1458699253,54,78,host241
1458699253,54,78,host241
1458699253,10613,4571,host241
1458699253,54,78,host241
1458699253,54,78,host241
1458699253,54,78,host241
1458699253,179,101,host241
1458699253,7685,1823,host241
1458699253,54,78,host241
1458699253,54,78,host241
1458699253,54,78,host241
1458699253,54,78,host241
1458699253,54,78,host241
1458699253,54,78,host241
1458699253,54,78,host241
1458699253,54,78,host241
1458699253,54,78,host241
1458699253,54,78,host241
1458699253,54,78,host241
1458699253,54,78,host241
1458699253,54,78,host241
1458699253,54,78,host241
1458699253,54,78,host241
1458699253,54,78,host241
1458699253,54,78,host241
1458699253,54,78,host241
1458699253,54,78,host241
1458699253,54,78,host241
1458699253,54,78,host241
1458699253,54,78,host241
1458699253,54,78,host241
1458699253,54,78,host241
1458699253,54,78,host241
1458699253,54,78,host241
1458699253,54,78,host241
1458699253,54,78,host241
1458699253,54,78,host241
1458699253,54,78,host241
1458699253,54,78,host241
1458699253,54,78,host241
1458699254,0,90,host19
1458699253,114,110,host241
1458699253,114,110,host241
1458699253,114,110,host241
1458699253,114,110,host241
1458699253,114,110,host241
1458699253,0,102,host241
1458699253,114,110,host241
1458699253,148,210,host111
1458699253,64,78,host111
1458699253,111,95,host111
1458699253,62,62,host111
1458699253,251,93,host111
1458699253,135,98,host111
1458699253,5290,13413,host111
1458699253,6300,2216,host111
1458699253,226,298,host111
1458699253,0,234,host111
1458699253,0,78,host111
1458699253,0,290,host111
1458699253,64,78,host111
1458699253,64,78,host111
1458699253,64,78,host111
1458699253,64,78,host111
1458699253,64,78,host111
1458699253,64,78,host111
1458699253,64,78,host111
1458699253,64,78,host111
1458699253,64,78,host111
1458699253,64,78,host111
1458699253,64,78,host111
1458699253,64,78,host111
1458699253,64,78,host111
1458699253,1597,475,host111
1458699253,388,101,host111
1458699253,64,78,host111
1458699253,0,78,host111
1458699253,76,76,host111
1458699253,64,78,host111
1458699253,64,78,host111
1458699253,64,78,host111
1458699253,64,78,host111
1458699253,64,78,host111
1458699253,64,78,host111
1458699253,64,78,host111
1458699253,64,78,host111
1458699253,64,78,host111
1458699253,64,78,host111
1458699253,64,78,host111
1458699253,64,78,host111
1458699253,64,78,host111
1458699253,282,362,host111
1458699253,64,78,host111
1458699253,64,78,host111
1458699253,64,78,host111
1458699253,64,78,host111
1458699253,196,140,host111
1458699253,1904,4145,host111
1458699253,2065,4709,host111
1458699253,5131,1586,host111
1458699253,145,84,host111
1458699253,212,282,host111
1458699253,119667,7282471,host111
1458699253,148,210,host111
1458699253,113101,2109,host111
1458699253,50011,1234,host111
1458699253,543,695,host111
1458699253,148,288,host111
1458699253,607,2252,host111
1458699253,5227,1586,host111
1458699253,4069,5273,host111
1458699253,1298,809,host111
1458699253,114,98,host111
1458699253,251,93,host111
1458699253,438,92,host111
1458699253,232,104,host111
1458699253,134,80,host111
1458699253,388,186,host111
1458699253,163,90,host111
1458699253,301,97,host111
1458699253,122,106,host111
1458699253,275,94,host111
1458699253,284,94,host111
1458699253,263,94,host111
1458699253,94,94,host111
1458699253,276,94,host111
1458699253,134,80,host111
1458699253,93,77,host111
1458699253,405,92,host111
1458699253,159,99,host111
1458699253,280,94,host111
1458699253,134,80,host111
1458699253,76,76,host111
1458699253,135,98,host111
1458699253,2530,760,host111
1458699253,385,180,host111
1458699253,0,48,host111
1458699253,3946,398,host111
1458699253,0,110,host241
1458699253,114,110,host241
1458699254,0,86,host19
1458699253,0,162,host111
1458699254,0,82,host111
1458699254,70,319,host111
1458699254,3946,398,host111
1458699254,0,102,host241
1458699254,0,102,host241
1458699254,54,78,host241
1458699254,54,78,host241
1458699254,54,78,host241
1458699254,54,78,host241
1458699254,54,78,host241
1458699254,54,78,host241
1458699254,54,78,host241
1458699254,54,78,host241
1458699254,35125,4376,host241
1458699254,54,78,host241
1458699254,54,78,host241
1458699254,54,78,host241
1458699254,54,78,host241
1458699254,7763,1759,host241
1458699254,54,78,host241
1458699254,54,78,host241
1458699254,54,78,host241
1458699254,54,78,host241
1458699254,54,78,host241
1458699254,54,78,host241
1458699254,54,78,host241
1458699254,54,78,host241
1458699254,54,78,host241
1458699254,54,78,host241
1458699254,54,78,host241
1458699254,54,78,host241
1458699254,54,78,host241
1458699254,54,78,host241
1458699254,54,78,host241
1458699254,54,78,host241
1458699254,54,78,host241
1458699254,54,78,host241
1458699254,54,78,host241
1458699254,54,78,host241
1458699254,54,78,host241
1458699254,54,78,host241
1458699254,54,78,host241
1458699254,54,78,host241
1458699254,54,78,host241
1458699254,54,78,host241
1458699254,54,78,host241
1458699254,54,78,host241
1458699254,54,78,host241
1458699254,54,78,host241
1458699254,114,110,host241
1458699254,0,110,host241
1458699254,114,110,host241
1458699254,114,110,host241
1458699254,0,110,host241
1458699254,0,77,host241
1458699254,0,77,host241
1458699254,0,77,host241
1458699254,0,77,host241
1458699254,0,48,host111
1458699254,70,319,host111
1458699254,2346,1559,host111
1458699254,1367,849,host111
1458699254,951,992,host111
